Year,Month,Rainfall,LTA,rainfall_annn0maly,STDIV,SPI,drought_occurrence,drought_severity,Lat,Lon,elev,Station_name
2022,Jan,204.5,108.13,-35.33,78.73,-0.45,0,0,-23.67,18.39,1160.201373,Olifantwater
2022,Jan,72.8,108.13,12.37,78.65,0.16,0,0,-23.5,19.89,1277,Coridor13 ADC
2022,Jan,120.5,108.13,48.87,78.64,0.62,0,0,-24.84,16.98,1354,Maltahohe AWS
2022,Jan,157,108.13,-98.73,78.64,-1.26,1,1,-23.32,17.09,1377,Rehoboth ADC
2022,Jan,9.4,108.13,-59.53,78.62,-0.76,0,0,-22.98,14.65,91,Walvis Bay_Manual
2022,Jan,48.6,108.13,0,78.63,0,0,0,-22.36,16.13,922,Otjimbingwe ADC
2022,Jan,108.13,108.13,-24.63,78.64,-0.31,0,0,-22.78,16.37,1160.201373,Terra Rossa
2022,Jan,83.5,108.13,-92.03,78.64,-1.17,1,1,-22.65,16.45,1160.201373,Aandrus
2022,Jan,16.1,108.13,8.27,78.64,0.11,0,0,-22.57,16.78,1160.201373,Hochfels second
2022,Jan,116.4,108.13,0,78.62,0,0,0,-22.08,16.94,1320,Osona Village
2022,Jan,108.13,108.13,-81.93,78.62,-1.04,1,1,-22.53,17.08,1635,Aigams RG
2022,Jan,26.2,108.13,1.47,78.62,0.02,0,0,-22.61,17.08,1160.201373,Eros_Manual
2022,Jan,109.6,108.13,14.77,78.58,0.19,0,0,-22.6,17.07,1160.201373,Pioniers Park
2022,Jan,122.9,108.13,0,78.61,0,0,0,-22.57,17.09,1721,Windhoek_Manual
2022,Jan,108.13,108.13,68.37,78.62,0.87,0,0,-22.58,17.12,1160.201373,Klein Windhoek Mission
2022,Jan,176.5,108.13,96.87,78.62,1.23,0,0,-22.78,17.38,1160.201373,Binsenheim
2022,Jan,205,108.13,12.47,78.6,0.16,0,0,-22.83,17.78,1160.201373,Bitterwater
2022,Jan,120.6,108.13,-108.13,78.51,-1.38,1,1,-22.45,18.96,1443,Gobabis ADC
2022,Jan,0,108.13,-89.53,78.51,-1.14,1,1,-21.85,15.21,1044,Spitzkoppe ADC
2022,Jan,18.6,108.13,-44.23,78.47,-0.56,0,0,-21.58,15.45,1164,Tubusis ADC
2022,Jan,63.9,108.13,0,78.41,0,0,0,-22.26,16.42,1160.201373,Westfalenhof
2022,Jan,108.13,108.13,4.67,78.42,0.06,0,0,-22.21,16.53,1169,Swakop Poort RG
2022,Jan,112.8,108.13,-19.33,78.42,-0.25,0,0,-22.3,16.93,1160.201373,Otjiseva
2022,Jan,88.8,108.13,39.87,78.42,0.51,0,0,-21.98,16.92,1342,Okahandja ADC
2022,Jan,148,108.13,147.27,78.43,1.88,0,0,-22.5,17.4,1160.201373,Sonleitten
2022,Jan,255.4,108.13,6.87,78.53,0.09,0,0,-22.16,17.78,1656,Okahua
2022,Jan,115,108.13,77.57,78.33,0.99,0,0,-22.26,18.15,1160.201373,Omateva
2022,Jan,185.7,108.13,-80.13,78.33,-1.02,1,1,-21.6,19.41,1382,Epukiro ADC
2022,Jan,28,108.13,-44.63,78.29,-0.57,0,0,-21.84,20.75,1232,Talismanus ADC
2022,Jan,63.5,108.13,-108.13,78.25,-1.38,1,1,-21.23,14.9,919,Uis ADC
2022,Jan,0,108.13,-19.33,78.24,-0.25,0,0,-21.36,15.37,945,Okombahe ADC
2022,Jan,88.8,108.13,52.87,78.16,0.68,0,0,-21.98,16.92,1160.201373,Okahandja
2022,Jan,161,108.13,62.37,78.16,0.8,0,0,-21.7,17.7,1160.201373,Ombakatjiwinde
2022,Jan,170.5,108.13,-64.63,78.14,-0.83,0,0,-21.12,17.7,1160.201373,Monteith
2022,Jan,43.5,108.13,4.87,78.11,0.06,0,0,-21.66,17.82,1160.201373,Ondunduwazirapi
2022,Jan,113,108.13,78.87,78.1,1.01,0,0,-21.82,18.23,1160.201373,Steinhausen
2022,Jan,187,108.13,-55.63,78.1,-0.71,0,0,-21.14,18.79,1449,Otjinene ADC
2022,Jan,52.5,108.13,-98.63,78.04,-1.26,1,1,-20.56,14.66,812,Morewag ADC
2022,Jan,9.5,108.13,-40.03,78.09,-0.51,0,0,-20.95,14.83,559,Sorris Sorris ADC
2022,Jan,68.1,108.13,-75.13,78.1,-0.96,0,0,-21.05,15.51,1228,Omatjete ADC
2022,Jan,33,108.13,-21.63,78.22,-0.28,0,0,-21.22,15.73,1160.201373,Etendero
2022,Jan,86.5,108.13,24.97,78.25,0.32,0,0,-21.42,15.95,1219,Omaruru ADC
2022,Jan,133.1,108.13,64.37,78.25,0.82,0,0,-21.04,16.22,1160.201373,Ombona
2022,Jan,172.5,108.13,18.17,78.24,0.23,0,0,-21.12,17.22,1160.201373,Otjikururume
2022,Jan,126.3,108.13,0,78.26,0,0,0,-21.2,17.82,1160.201373,Eureka
2022,Jan,108.13,108.13,1.57,78.26,0.02,0,0,-21.28,18.07,1160.201373,Kalidona
2022,Jan,109.7,108.13,18.27,78.26,0.23,0,0,-21.41,18.16,1586,Rodenbeck
2022,Jan,126.4,108.13,18.07,78.27,0.23,0,0,-20.99,18.23,1427,Okondjatu ADC
2022,Jan,126.2,108.13,-33.63,78.26,-0.43,0,0,-20.61,20.85,1039,Eiseb ADC
2022,Jan,74.5,108.13,-88.43,78.28,-1.13,1,1,-20.38,14.97,963,Khorixas ADC
2022,Jan,19.7,108.13,0,78.28,0,0,0,-20.21,15.01,1081,Fransfontein ADC
2022,Jan,108.13,108.13,0,78.23,0,0,0,-20.47,15.27,989,Ronesterkop
2022,Jan,108.13,108.13,-40.03,78.23,-0.51,0,0,-20.27,15.3,1160.201373,Eastwood
